id,name,message,at
1165,Announcement,User id Q+S0MkNHLg1+jhudaPQfokKpUfY joined the Chat as an existing member using token 6949,03:29pm
1166,pepper <a>Creator</a> ,hi,00:29pm
1167,l3333here,test,03:29pm
1168,pepper <a>Creator</a> ,i made a cool webpage!,00:30pm
1169,pepper <a>Creator</a> ,"<a href=""https://peppers.w3spaces.com/saved-from-Tryit-2022-07-28.html"">https://peppers.w3spaces.com/saved-from-Tryit-2022-07-28.html</a>",00:30pm
1170,l3333here,okay it isnt broken,03:30pm
1171,l3333here,okay it isnt brokenokay,03:30pm
1172,pepper <a>Creator</a> ,"",00:30pm
1173,pepper <a>Creator</a> ,ok,00:30pm
1174,pepper <a>Creator</a> ,"<a href=""https://peppers.w3spaces.com/saved-from-Tryit-2022-07-28.html"">https://peppers.w3spaces.com/saved-from-Tryit-2022-07-28.html</a>",00:30pm
1175,Announcement,User id Q+S0MkNHLg1+jhudaPQfokKpUfY joined the Chat as an existing member using token 9379,03:30pm
1176,pepper <a>Creator</a> ,-_-,00:30pm
1177,pepper <a>Creator</a> ,"<a href=""https://peppers.w3spaces.com/saved-from-Tryit-2022-07-28.html"">https://peppers.w3spaces.com/saved-from-Tryit-2022-07-28.html</a>",00:30pm
1178,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 3029,00:49pm
1179,pepper <a>Creator</a> ,hi,00:49pm
1180,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 3802,01:02pm
1181,pepper <a>Creator</a> ,hi,01:03pm
1182,Announcement,User id 7vadGoWFLIW0V3NfJfLc1PbDxwY joined the Chat as an existing member using token 5492,05:26pm
1183,"Cq <b style=""color:green"">Mod</b>",pepper,05:26pm
1184,Announcement,User id TPNEZTuZ9e4xGBZ/a9P2f3RLmMI joined the Chat as an existing member using token 1264,03:09pm
1185,"Cq <b style=""color:green"">Mod</b>",hm,06:11pm
1186,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 5194,03:13pm
1187,pepper <a>Creator</a> ,hi,03:14pm
1188,pepper <a>Creator</a> ,hi,03:14pm
1189,pepper <a>Creator</a> ,<code>@cq</code>,03:14pm
1190,pepper <a>Creator</a> ,did you ring me,03:14pm
1191,Announcement,pepper <a>Creator</a>  says: cq,03:15pm
1192,Announcement,pepper <a>Creator</a>  says: are you there,03:15pm
1193,Announcement,pepper <a>Creator</a>  has gone AFK.,03:15pm
1194,Announcement,pepper <a>Creator</a>  has come back from AFK.,03:16pm
1195,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 4582,03:19pm
1196,pepper <a>Creator</a> ,mUSIC WORKS NOW!!!,03:20pm
1197,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 2609,03:27pm
1198,pepper <a>Creator</a> ,Music Function Works!,03:27pm
1199,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 4591,03:32pm
1200,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 1317,03:39pm
1201,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 5696,03:41pm
1202,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 7498,03:50pm
1203,Announcement,User id TPNEZTuZ9e4xGBZ/a9P2f3RLmMI joined the Chat as an existing member using token 8537,04:39pm
1204,Announcement,Error has joined the Chat.,04:39pm
1205,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 2971,04:43pm
1206,Announcement,User id ekoGNppPu1dx224NbrsOwUWaweU joined the Chat as an existing member using token 2143,06:21pm
1207,Announcement,Error has joined the Chat.,06:22pm
1208,l3333here,who,09:22pm
1209,Announcement,User id ekoGNppPu1dx224NbrsOwUWaweU joined the Chat as an existing member using token 6819,06:22pm
1210,pepper <a>Creator</a>,is me,06:22pm
1211,l3333here,o,09:22pm
1212,pepper <a>Creator</a>,bruh,06:22pm
1213,l3333here,o\,09:22pm
1214,l3333here,im going afk to do a challenge with my friend,09:23pm
1215,l3333here,im going afk to do a challenge with my friend,09:23pm
1216,pepper <a>Creator</a>,ok,06:24pm
1217,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 2999,06:24pm
1218,pepper <a>Creator</a> ,bye,06:26pm
1219,Announcement,pepper <a>Creator</a>  says: see you,06:26pm
1220,Announcement,User id 7vadGoWFLIW0V3NfJfLc1PbDxwY joined the Chat as an existing member using token 9347,11:03am
1221,"Cq <b style=""color:green"">Mod</b>",anger,11:03am
1222,Announcement,User id pbu2z6wLPOyoMrhkKyu7TyZuyHo joined the Chat as an existing member using token 3797,11:45am
1223,itsme,hi,11:45am
1224,itsme,nobody here,11:54am
1225,itsme,hi,00:13pm
1226,Announcement,User id pbu2z6wLPOyoMrhkKyu7TyZuyHo joined the Chat as an existing member using token 6084,00:13pm
1227,Announcement,User id PCOz7+Jj8McTc6bUP/rXeGBjj+c joined the Chat as an existing member using token 3666,10:14am
1228,"Anthony <b style=""color:green"">Mod</b>",what,10:14am
1229,itsme,hi,00:15pm
1230,"Anthony <b style=""color:green"">Mod</b>",hi,10:15am
1231,itsme,how are you?,00:16pm
1232,"Anthony <b style=""color:green"">Mod</b>",good,10:16am
1233,itsme,i'm good too,00:16pm
1234,"Anthony <b style=""color:green"">Mod</b>",ok,10:17am
1235,itsme,i'm working on my story,00:17pm
1236,"Anthony <b style=""color:green"">Mod</b>",ok,10:18am
1237,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 5600,00:44pm
1238,"Anthony <b style=""color:green"">Mod</b>",Can you tell me more about it,01:33pm
1239,Announcement,User id ise6SdKf/VdOY2f3paaEIpNZtVU joined the Chat as an existing member using token 7213,04:52pm
1240,Announcement,Error has joined the Chat.,04:53pm
1241,"Anthony <b style=""color:green"">Mod</b>",how do you use it?,02:03pm
1242,fluffpuff,?,05:07pm
1243,"Anthony <b style=""color:green"">Mod</b>",what,02:10pm
1244,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 1274,03:11pm
1245,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 5066,03:58pm
1246,pepper <a>Creator</a> ,hi,03:58pm
1247,pepper <a>Creator</a> ,Never gonna give you up,04:30pm
1248,pepper <a>Creator</a> ,"We're no strangers to love You know the rules and so do I (do I) A full commitment's what I'm thinking of You wouldn't get this from any other guy I just wanna tell you how I'm feeling Gotta make you understand Never gonna give you up Never gonna let you down Never gonna run around and desert you Never gonna make you cry Never gonna say goodbye Never gonna tell a lie and hurt you We've known each other for so long Your heart's been aching, but you're too shy to say it (say it) Inside, we both know what's been going on (going on) We know the game and we're gonna play it And if you ask me how I'm feeling Don't tell me you're too blind to see Never gonna give you up Never gonna let you down Never gonna run around and desert you Never gonna make you cry Never gonna say goodbye Never gonna tell a lie and hurt you Never gonna give you up Never gonna let you down Never gonna run around and desert you Never gonna make you cry Never gonna say goodbye Never gonna tell a lie and hurt you (Ooh, give you up) (Ooh, give you up) (Ooh) Never gonna give, never gonna give (give you up) (Ooh) Never gonna give, never gonna give (give you up) We've known each other for so long Your heart's been aching, but you're too shy to say it (to say it) Inside, we both know what's been going on (going on) We know the game and we're gonna play it I just wanna tell you how I'm feeling Gotta make you understand Never gonna give you up Never gonna let you down Never gonna run around and desert you Never gonna make you cry Never gonna say goodbye Never gonna tell a lie and hurt you Never gonna give you up Never gonna let you down Never gonna run around and desert you Never gonna make you cry Never gonna say goodbye Never gonna tell a lie and hurt you Never gonna give you up Never gonna let you down Never gonna run around and desert you Never gonna make you cry Never gonna say goodbye Never gonna tell a lie and hurt you",04:30pm
1249,Announcement,User id PCOz7+Jj8McTc6bUP/rXeGBjj+c joined the Chat as an existing member using token 6669,08:17am
1250,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 2146,09:35am
1251,pepper <a>Creator</a> ,Hi,09:36am
1252,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 4613,10:45am
1253,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 7927,10:45am
1254,pepper <a>Creator</a> ,hi,10:46am
1255,pepper <a>Creator</a> ,hihi,10:46am
1256,pepper <a>Creator</a> ,hi,10:46am
1257,pepper <a>Creator</a> ,hihi,10:46am
1258,Announcement,pepper <a>Creator</a>  just came back!,10:47am
1259,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 5091,11:00am
1260,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 6638,11:01am
1261,Announcement,"<b> was banned from the group because""this user was annoying. he kept calling me a dumpster and he has been spamming the chat with question marks""",11:02am
1262,Announcement,"< b > was banned from the group because"" user guy ANNOYING""",11:02am
1263,Announcement,"test was banned from the group because""test""",11:02am
1264,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 5884,11:16am
1265,Cq,Ahhh! Sorry Pepper!,02:44pm
1266,Announcement,User id 7vadGoWFLIW0V3NfJfLc1PbDxwY joined the Chat as an existing member using token 2883,02:43pm
1267,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 8731,00:04pm
1268,Announcement,pepper <a>Creator</a>  has gone AFK.,00:05pm
1269,pepper <a>Creator</a> ,what da?,00:05pm
1270,Announcement,pepper <a>Creator</a>  has come back from AFK.,00:05pm
1271,Announcement,pepper <a>Creator</a>  needs to go.,00:05pm
1272,Announcement,pepper <a>Creator</a>  just came back!,00:05pm
1273,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 6687,00:07pm
1274,Announcement,pepper <a>Creator</a>  has gone AFK.,00:07pm
1275,Announcement,User id 7vadGoWFLIW0V3NfJfLc1PbDxwY joined the Chat as an existing member using token 8448,03:14pm
1276,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 4148,04:28pm
1277,pepper <a>Creator</a> ,hi,04:28pm
1278,pepper <a>Creator</a> ,i,04:28pm
1279,pepper <a>Creator</a> ,what,04:28pm
1280,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 2487,04:28pm
1281,pepper <a>Creator</a> ,ok,04:28pm
1282,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 3678,04:29pm
1284,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 3613,04:29pm
1285,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 5265,10:47pm
1286,Announcement,User id 7vadGoWFLIW0V3NfJfLc1PbDxwY joined the Chat as an existing member using token 4326,08:36am
1287,"Cq <b style=""color:green"">Mod</b>",What be the results,08:38am
1288,Announcement,User id OP0FIahCpA+23cR3exQpLOhcJKg joined the Chat as an existing member using token 2012,08:02am
1289,"Anthony <b style=""color:green"">Mod</b>",hi,08:03am
1290,Announcement,Error has joined the Chat.,08:04am
1291,pepper <a>Creator</a>,hi,08:04am
1292,pepper <a>Creator</a>,This is a new update,08:05am
1293,pepper <a>Creator</a>,This is a new update,08:05am
1294,Announcement,User id OP0FIahCpA+23cR3exQpLOhcJKg joined the Chat as an existing member using token 8682,08:10am
1295,pepper <a>Creator</a>,Hi?,08:10am
1296,pepper <a>Creator</a>,You there?,08:10am
1297,"Anthony <b style=""color:green"">Mod</b>",hi,08:10am
1298,"Anthony <b style=""color:green"">Mod</b>",but how do you use it,08:11am
1299,pepper <a>Creator</a>,What do you mean?,08:16am
1300,pepper <a>Creator</a>,…,08:20am
1301,pepper <a>Creator</a>,…,08:21am
1302,pepper <a>Creator</a>,…,08:28am
1303,pepper <a>Creator</a>,…,08:29am
1304,Announcement,User id PCOz7+Jj8McTc6bUP/rXeGBjj+c joined the Chat as an existing member using token 8183,08:29am
1305,"Anthony <b style=""color:green"">Mod</b>",hi,08:30am
1306,pepper <a>Creator</a>,Zhongshan,08:53am
1307,pepper <a>Creator</a>,hi,08:53am
1308,pepper <a>Creator</a>,hi,08:53am
1309,"Anthony <b style=""color:green"">Mod</b>",hi,08:54am
1310,pepper <a>Creator</a>,Hi,09:08am
1311,pepper <a>Creator</a>,Sorry I keep dropping in.,09:08am
1312,"Anthony <b style=""color:green"">Mod</b>",how are you you,09:08am
1313,pepper <a>Creator</a>,"good, how are you",09:09am
1314,"Anthony <b style=""color:green"">Mod</b>",good,09:10am
1315,pepper <a>Creator</a>, m,09:11am
1316,pepper <a>Creator</a>,Good to hear that,09:11am
1317,pepper <a>Creator</a>,I’m hungry 🧇🍇🥫🥫🥝🫕🥐🍤🍝🍣🥫🍣🍙🥮🫒🥠🥠🥠🍥🥕🍤🥕🌯🥬🌯🥒🫓🍅🫓🍻🥠🍤🏸🏸🍦🏉🏉🍰🧂🍴🍩🍩🧉🍩🧉🍩🍼🧃🍺🫖🍺🫖☕️🍵🍼🍵🍮🍻🍹🍨🧃🧃🍨🧃🥠🧃🍨🧃🥠🧃🥠🧃🍨🍨🍨🍨🥤🍨🧃🍨🥤🍨🧃🍨🥤,09:12am
1318,"Anthony <b style=""color:green"">Mod</b>",me too,09:13am
1319,pepper <a>Creator</a>,🍩🍩🍩🍛🍩🍩🍮🍮🥞🥧🍖🥧🥧🦴🍦🦴🌭🍨🫓🍢🍕🍘🍱🍱🥗🥮🫔🍦🍟🍢🍢🍦🍦🍮🦴🍦🥫🍮🌯🍩🫓🥛🍿🎂🌯🥧🌮🍮🌮🍩🍭🌮🍪🌮🍩🌮🍩🌯🍮🍬🫔🍮🥫🍮🌯🎂🌮🍦🍟🧁🍭🌯🍮🍮🌯🍬🥫🥧🍮🌯🫓🍫🫓🍫🌯🍩🫓🍪🥜🍫🌯🍫,09:14am
1320,pepper <a>Creator</a>,let’s get some food,09:14am
1321,pepper <a>Creator</a>,Do you like the new version of the chat?,09:17am
1322,"Anthony <b style=""color:green"">Mod</b>",no i have not seen a new thie,09:18am
1323,pepper <a>Creator</a>,How about the wallpaper,09:19am
1324,pepper <a>Creator</a>,It has changed. so as the commands,09:19am
1325,"Anthony <b style=""color:green"">Mod</b>",yes,09:19am
1326,pepper <a>Creator</a>,"Go to the Controls, then click Command Prompt, and then type in command ‘about’ ",09:20am
1327,pepper <a>Creator</a>,Make sure,09:20am
1328,pepper <a>Creator</a>,"Before you command, the text in the box must look like ",09:20am
1329,pepper <a>Creator</a>,>>>about,09:21am
1330,"Anthony <b style=""color:green"">Mod</b>",done,09:21am
1331,pepper <a>Creator</a>,Huh why is your message?,09:22am
1332,pepper <a>Creator</a>,What did they display,09:22am
1333,pepper <a>Creator</a>,<big><h1>B.rUH</h1></big>,09:23am
1334,pepper <a>Creator</a>,?,09:25am
1335,pepper <a>Creator</a>,?,09:25am
1336,pepper <a>Creator</a>,??,09:25am
1337,"Anthony <b style=""color:green"">Mod</b>",bye need to eat,09:25am
1338,pepper <a>Creator</a>,Bye,09:26am
1339,pepper <a>Creator</a>,I will be back at 11,09:26am
1340,"Anthony <b style=""color:green"">Mod</b>",ok,09:26am
1341,Announcement,User id O6BFM2mADfxUXyPadOEUbtSZr5c joined the Chat as an existing member using token 4551,00:42pm
1342,l3333333here,test,00:42pm
1343,Announcement,User id mFQpIyZUR7DeCraisz6Bo92StRQ joined the Chat as an existing member using token 8831,10:03am
1344,Announcement,Error has joined the Chat.,10:04am
1345,pepper <a>Creator</a>,Error?,10:05am
1346,pepper <a>Creator</a>,Error?,10:05am
1347,l3333333here,m,01:09pm
1348,l3333333here,m,01:09pm
1349,l3333333here,m,01:09pm
1350,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 5990,11:43am
1351,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 8728,11:43am
1352,Announcement,User id 7vadGoWFLIW0V3NfJfLc1PbDxwY joined the Chat as an existing member using token 3558,03:38pm
1353,"Cq <b style=""color:green"">Mod</b>",mw,03:38pm
1354,"Cq <b style=""color:green"">Mod</b>",mew,03:38pm
1355,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 7344,00:44pm
1356,pepper <a>Creator</a> ,hi,00:44pm
1357,pepper <a>Creator</a> ,mew,00:45pm
1358,pepper <a>Creator</a> ,mewmew,00:45pm
1359,pepper <a>Creator</a> ,mewmewmew,00:45pm
1360,pepper <a>Creator</a> ,mewmewmewmew,00:45pm
1361,"Cq <b style=""color:green"">Mod</b>",I fixed an article on the Scratch wiki because I could and then the next day it was edited -_-,03:45pm
1362,pepper <a>Creator</a> ,mewmewmewmewmew,00:45pm
1363,pepper <a>Creator</a> ,REALLY,00:45pm
1364,"Cq <b style=""color:green"">Mod</b>",I ACTUALLY MADE THIS DARN THING FROM HAND https://en.scratch-wiki.info/wiki/How_to_Create_a_Character_Designer,03:45pm
1365,"Cq <b style=""color:green"">Mod</b>",And then SOMEONE decides to shorten a piece of writing I put in,03:46pm
1366,"Cq <b style=""color:green"">Mod</b>",AHHHHHH,03:46pm
1367,Deleted User 138491326,that editor is a d***a*s,00:47pm
1368,pepper <a>Creator</a> ,"Next time,",00:47pm
1369,"Cq <b style=""color:green"">Mod</b>",Me: Ah. A day full of grape tomatoes. Could I start a society full of only grape tomatoes?? Za-Chary: I think you might want like a people or two to be a part of your society. Me: People are overrated,03:47pm
1370,pepper <a>Creator</a> ,"I suggest you to copy the whole article, and when a change appears, edit it and paste your article on it!",00:48pm
1371,"Cq <b style=""color:green"">Mod</b>",No. That goes against Scratch Wiki guidelines.,03:48pm
1372,"Cq <b style=""color:green"">Mod</b>",(which I read fyi),03:48pm
1373,pepper <a>Creator</a> ,really?,00:48pm
1374,"Cq <b style=""color:green"">Mod</b>","I'm pretty sure, yeah",03:48pm
1375,pepper <a>Creator</a> ,then you Change it back when you can,00:48pm
1376,Deleted User 132561237419,one time i accidentally made an article blank on some fandom wiki,00:49pm
1377,pepper <a>Creator</a> ,yeah,00:49pm
1378,"Cq <b style=""color:green"">Mod</b>","""Do not edit war. This is a dispute between two parties on what should be on a page.""",03:50pm
1379,pepper <a>Creator</a> ,what the,00:50pm
1380,pepper <a>Creator</a> ,Look,00:50pm
1381,"Cq <b style=""color:green"">Mod</b>","Basically, if I do what you say, I could end up getting the page protected and no one can edit it",03:50pm
1382,pepper <a>Creator</a> ,"do not edit ""war""",00:50pm
1383,pepper <a>Creator</a> ,do not edit the <b>war</b> page,00:51pm
1384,"Cq <b style=""color:green"">Mod</b>",i Am WiSe,03:51pm
1385,pepper <a>Creator</a> ,yEaH,00:51pm
1386,pepper <a>Creator</a> ,GOOD NEWS,00:51pm
1387,pepper <a>Creator</a> ,GOOD NEWS,00:51pm
1388,pepper <a>Creator</a> ,GOOD NEWS,00:51pm
1389,pepper <a>Creator</a> ,GOOD NEWS,00:51pm
1390,"Cq <b style=""color:green"">Mod</b>","I will admit, the shortening was good but I did have important info there",03:51pm
1391,"Cq <b style=""color:green"">Mod</b>",WHAT IS IT,03:51pm
1392,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 5417,00:52pm
1393,pepper <a>Creator</a> ,I remixed 10 things... lok at the link,00:52pm
1394,pepper <a>Creator</a> ,https://studio.code.org/projects/applab/<b>Cq</b>7wQ3D7rOfJqYHV5zGnuybSMx4HhsQgypA2jhOf7Ps,00:52pm
1395,pepper <a>Creator</a> ,get it?,00:52pm
1396,"Cq <b style=""color:green"">Mod</b>",Ayo,03:52pm
1397,pepper <a>Creator</a> ,"""https://studio.code.org/projects/applab/<b>Cq</b>7wQ3D7rOfJqYHV5zGnuybSMx4HhsQgypA2jhOf7Ps""",00:53pm
1398,"Cq <b style=""color:green"">Mod</b>",AYOOOOOOOOOOOOO,03:53pm
1399,pepper <a>Creator</a> ,your name is inside -_-,00:53pm
1400,"Cq <b style=""color:green"">Mod</b>",I know,03:53pm
1401,pepper <a>Creator</a> ,i bolded it,00:53pm
1402,"Cq <b style=""color:green"">Mod</b>",I can see this,03:53pm
1403,pepper <a>Creator</a> ,heh,00:54pm
1404,pepper <a>Creator</a> ,i made tons of that,00:54pm
1405,"Cq <b style=""color:green"">Mod</b>",I feel like for the heck of it you should make it a shrine to me,03:54pm
1406,pepper <a>Creator</a> ,eh you read my mind,00:54pm
1407,"Cq <b style=""color:green"">Mod</b>",SHRINEEEEEE,03:54pm
1408,"Cq <b style=""color:green"">Mod</b>",And then publish it and add a viewer tick so we can see the number of tortured people,03:54pm
1409,pepper <a>Creator</a> ,torture people?,00:55pm
1410,"Cq <b style=""color:green"">Mod</b>",I am indeed terrifying,03:55pm
1411,pepper <a>Creator</a> ,how r we gonna torture people,00:55pm
1412,pepper <a>Creator</a> ,by adding a momo thingy on there? no way,00:55pm
1413,pepper <a>Creator</a> ,n,00:56pm
1414,pepper <a>Creator</a> ,o,00:56pm
1415,"Cq <b style=""color:green"">Mod</b>",I am the torture,03:56pm
1416,"Cq <b style=""color:green"">Mod</b>",(I actually can't find the original image) <img src=https://cdn2.scratch.mit.edu/get_image/user/82230082_60x60.png>,03:57pm
1417,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 5968,00:57pm
1418,pepper <a>Creator</a> ,ok,00:57pm
1419,"Cq <b style=""color:green"">Mod</b>",Include it to increase torture,03:57pm
1420,pepper <a>Creator</a> ,I WILL ADD THIS!!!!!!!!!,00:58pm
1421,pepper <a>Creator</a> ,"<image src=""https://tinyurl.com/veryfunny5"">",00:58pm
1422,pepper <a>Creator</a> ,what the,00:58pm
1423,"Cq <b style=""color:green"">Mod</b>",And <a href='https://en.scratch-wiki.info/wiki/User:Unity_and_Cq'>this long wiki page written by me</a> to further increase sadness,03:58pm
1424,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 5174,00:59pm
1425,pepper <a>Creator</a> ,,00:59pm
1426,pepper <a>Creator</a> ,"<!DOCTYPE html> <html> <body>  <h2>haw haw</h2> <img src=""https://tinyurl.com/veryfunny5"" alt=""Girl in a jacket"" width=""150"" height=""150"">  </body> </html>",00:59pm
1427,"Cq <b style=""color:green"">Mod</b>",bruh. I considered adding a rickroll in to annoy you but what ever,03:59pm
1428,pepper <a>Creator</a> ,look,01:01pm
1429,pepper <a>Creator</a> ,"Rick Astley celebrates 'Never Gonna Give You Up' turning 35 Rick Astley celebrates 'Never Gonna Give You Up' turning 35  This isn't actually very funny,"" Astley said of the moment. ""Then he did it again. …  CNN on MSN.comCNN on MSN.com · 4d ""Never Gonna Give You Up"" Turns 35: Interview With '80s Music Icon RICK ASTLEY On His Iconic Song, ""RickRoll"" Memes And Music Career ""Never Gonna Give You Up"" Turns 35: Interview With '80s Music Icon RICK ASTLEY On His Iconic Song, ""RickRoll"" Memes And Music …  ""There is no logical way to explain the …  MashableMashable · 3d See more news Feedback Never Gonna Give You Up - Rick Astley (Lyrics) 🎵 - YouTube https://www.youtube.com/watch?v=34Ig3X59_qA Oct 07, 2020 · Rick Astley - Never Gonna Give You Up (Lyrics) 🎵🎵Submit your music here: https://www.unitedframes.tv/dopelyrics📧 For more info contact: wissemyacoubi98@gm...  Rick Astley - Never Gonna Give You Up Lyrics | Lyrics.com https://www.lyrics.com/lyric/13965672/Rick+Astley/Never+Gonna+Give+You+Up we're no strangers to love you know the rules and so do i a full commitment's what i'm thinking of you wouldn't get this from any other guy i just want to tell you how i'm feeling gotta make you understand never gonna give you up, never gonna let you down never gonna run around and desert you never gonna make you cry, never gonna say goodbye …  Never Gonna Give You Up Lyrics https://www.lyrics.com/track/6426275/Rick+Astley/Never+Gonna+Give+You+Up we're no strangers to love you know the rules and so do i a full commitment's what i'm thinking of you wouldn't get this from any other guy i just want to tell you how i'm feeling gotta make you understand never gonna give you up, never gonna let you down never gonna run around and desert you never gonna make you cry, never gonna say goodbye …  Rick Roll - Never Gonna Give You Up Lyrics | Musixmatch https://www.musixmatch.com/lyrics/Rick-Roll/Never-Gonna-Give-You-Up Aug 19, 2021 · You wouldn′t get this from any other guy I just wanna tell you how I'm feeling Gotta make you, understand Never gonna give you up Never gonna let you down Never gonna run around and desert you Never gonna make you cry Never gonna say goodbye Never gonna tell a lie, and hurt you We've known each other, for so long Your heart′s been aching but, you′re too …  Never Gonna Give You Up By Rick Astley (AKA The Rick … https://www.youtube.com/watch?v=X9NOzYMLfmM Never Gonna Give You Up By Rick Astley (AKA The Rick Roll Song) Lyrics ... 3:56 Aug 07, 2011 · This song is cool :) It's known as the Rick Roll Song!Lyrics:We're no strangers to loveYou know the rules and so do IA full commitment's what I'm thinking of...  Author: LyricVideos486 Views: 592K Rick Astley - Never Gonna Give You Up lyrics + English … https://lyricstranslate.com/en/never-gonna-give-you-na-ne-forgife-ic.html Feb 10, 2022 · Never Gonna Give You Up (English (Old English) translation) Artist: Rick Astley. Song: Never Gonna Give You Up • Album: Whenever You Need Somebody (1987) Translations: Arabic, Azerbaijani. +37 more. English (Old English) translation. A A.  Never Gonna Give You Up ( Rick roll song) - YouTube https://www.youtube.com/watch?v=E4WlUXrJgy4 Never Gonna Give You Up ( Rick roll song) - YouTube 3:34 Dec 18, 2011 · Music video by Rick Astley performing Never Gonna Give You Up. YouTube view counts pre-VEVO: 2,573,462 (C) 1987 PWL.I do not take any credit for this music v...  Author: IeuanBONZ Views: 6.3K Related searches for rick roll lyrics never gonna give you up never gonna give you up secret link song never gonna give you up song never going to give you up never gonna give you up audio file never gonna give you up url rickroll rick astley never never gonna give you up download Some results have been removed 1 2 3 4 5",01:01pm
1430,Announcement,User id ER23XfVFuPUn5Yh4ZqkZ7zJ7CBM joined the Chat as an existing member using token 6487,01:01pm
1431,pepper <a>Creator</a> ,rickroll turned 35,01:01pm
1432,"Cq <b style=""color:green"">Mod</b>",You made my computer lag,04:01pm
1433,pepper <a>Creator</a> ,sorry,01:02pm
1434,pepper <a>Creator</a> ,stupid autocorrect,01:02pm
1435,"Cq <b style=""color:green"">Mod</b>",Lol it's fine,04:02pm
1436,pepper <a>Creator</a> ,"We're no strangers to love You know the rules and so do I A full commitment's what I'm thinking of You wouldn't get this from any other guy I just want to tell you how I'm feeling Gotta make you understand Never gonna give you up, never gonna let you down Never gonna run around and desert you Never gonna make you cry, never gonna say goodbye Never gonna tell a lie and hurt you",01:02pm
1437,pepper <a>Creator</a> ,oops,01:02pm
1438,"Cq <b style=""color:green"">Mod</b>",Ayyyyooo,04:02pm
1439,"Cq <b style=""color:green"">Mod</b>",Pepper expressing his love ayooooo,04:03pm
1440,pepper <a>Creator</a> ,ugh when do you have time to talk,01:03pm
1441,"Cq <b style=""color:green"">Mod</b>",Cause I'm epic B),04:03pm
1442,pepper <a>Creator</a> ,nooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,01:03pm
